iso_code,continent,location,date
AFG,Asia,Afghanistan,24/02/2020
AFG,Asia,Afghanistan,25/02/2020
AFG,Asia,Afghanistan,26/02/2020
AFG,Asia,Afghanistan,27/02/2020
AFG,Asia,Afghanistan,28/02/2020
AFG,Asia,Afghanistan,29/02/2020
AFG,Asia,Afghanistan,1/03/2020
AFG,Asia,Afghanistan,2/03/2020
AFG,Asia,Afghanistan,3/03/2020
AFG,Asia,Afghanistan,4/03/2020
AFG,Asia,Afghanistan,5/03/2020
AFG,Asia,Afghanistan,6/03/2020
AFG,Asia,Afghanistan,7/03/2020
AFG,Asia,Afghanistan,8/03/2020
AFG,Asia,Afghanistan,9/03/2020
AFG,Asia,Afghanistan,10/03/2020
AFG,Asia,Afghanistan,11/03/2020
AFG,Asia,Afghanistan,12/03/2020
AFG,Asia,Afghanistan,13/03/2020
AFG,Asia,Afghanistan,14/03/2020
AFG,Asia,Afghanistan,15/03/2020
AFG,Asia,Afghanistan,16/03/2020
AFG,Asia,Afghanistan,17/03/2020
AFG,Asia,Afghanistan,18/03/2020
AFG,Asia,Afghanistan,19/03/2020
AFG,Asia,Afghanistan,20/03/2020
AFG,Asia,Afghanistan,21/03/2020
AFG,Asia,Afghanistan,22/03/2020
AFG,Asia,Afghanistan,23/03/2020
AFG,Asia,Afghanistan,24/03/2020
AFG,Asia,Afghanistan,25/03/2020
AFG,Asia,Afghanistan,26/03/2020
AFG,Asia,Afghanistan,27/03/2020
AFG,Asia,Afghanistan,28/03/2020
AFG,Asia,Afghanistan,29/03/2020
AFG,Asia,Afghanistan,30/03/2020
AFG,Asia,Afghanistan,31/03/2020
AFG,Asia,Afghanistan,1/04/2020
AFG,Asia,Afghanistan,2/04/2020
AFG,Asia,Afghanistan,3/04/2020
AFG,Asia,Afghanistan,4/04/2020
AFG,Asia,Afghanistan,5/04/2020
AFG,Asia,Afghanistan,6/04/2020
AFG,Asia,Afghanistan,7/04/2020
AFG,Asia,Afghanistan,8/04/2020
AFG,Asia,Afghanistan,9/04/2020
AFG,Asia,Afghanistan,10/04/2020
AFG,Asia,Afghanistan,11/04/2020
AFG,Asia,Afghanistan,12/04/2020
AFG,Asia,Afghanistan,13/04/2020
AFG,Asia,Afghanistan,14/04/2020
AFG,Asia,Afghanistan,15/04/2020
AFG,Asia,Afghanistan,16/04/2020
AFG,Asia,Afghanistan,17/04/2020
AFG,Asia,Afghanistan,18/04/2020
AFG,Asia,Afghanistan,19/04/2020
AFG,Asia,Afghanistan,20/04/2020
AFG,Asia,Afghanistan,21/04/2020
AFG,Asia,Afghanistan,22/04/2020
AFG,Asia,Afghanistan,23/04/2020
AFG,Asia,Afghanistan,24/04/2020
AFG,Asia,Afghanistan,25/04/2020
AFG,Asia,Afghanistan,26/04/2020
AFG,Asia,Afghanistan,27/04/2020
AFG,Asia,Afghanistan,28/04/2020
AFG,Asia,Afghanistan,29/04/2020
AFG,Asia,Afghanistan,30/04/2020
AFG,Asia,Afghanistan,1/05/2020
AFG,Asia,Afghanistan,2/05/2020
AFG,Asia,Afghanistan,3/05/2020
AFG,Asia,Afghanistan,4/05/2020
AFG,Asia,Afghanistan,5/05/2020
AFG,Asia,Afghanistan,6/05/2020
AFG,Asia,Afghanistan,7/05/2020
AFG,Asia,Afghanistan,8/05/2020
AFG,Asia,Afghanistan,9/05/2020
AFG,Asia,Afghanistan,10/05/2020
AFG,Asia,Afghanistan,11/05/2020
AFG,Asia,Afghanistan,12/05/2020
AFG,Asia,Afghanistan,13/05/2020
AFG,Asia,Afghanistan,14/05/2020
AFG,Asia,Afghanistan,15/05/2020
AFG,Asia,Afghanistan,16/05/2020
AFG,Asia,Afghanistan,17/05/2020
AFG,Asia,Afghanistan,18/05/2020
AFG,Asia,Afghanistan,19/05/2020
AFG,Asia,Afghanistan,20/05/2020
AFG,Asia,Afghanistan,21/05/2020
AFG,Asia,Afghanistan,22/05/2020
AFG,Asia,Afghanistan,23/05/2020
AFG,Asia,Afghanistan,24/05/2020
AFG,Asia,Afghanistan,25/05/2020
AFG,Asia,Afghanistan,26/05/2020
AFG,Asia,Afghanistan,27/05/2020
AFG,Asia,Afghanistan,28/05/2020
AFG,Asia,Afghanistan,29/05/2020
AFG,Asia,Afghanistan,30/05/2020
AFG,Asia,Afghanistan,31/05/2020
AFG,Asia,Afghanistan,1/06/2020
AFG,Asia,Afghanistan,2/06/2020
AFG,Asia,Afghanistan,3/06/2020
AFG,Asia,Afghanistan,4/06/2020
AFG,Asia,Afghanistan,5/06/2020
AFG,Asia,Afghanistan,6/06/2020
AFG,Asia,Afghanistan,7/06/2020
AFG,Asia,Afghanistan,8/06/2020
AFG,Asia,Afghanistan,9/06/2020
AFG,Asia,Afghanistan,10/06/2020
AFG,Asia,Afghanistan,11/06/2020
AFG,Asia,Afghanistan,12/06/2020
AFG,Asia,Afghanistan,13/06/2020
AFG,Asia,Afghanistan,14/06/2020
AFG,Asia,Afghanistan,15/06/2020
AFG,Asia,Afghanistan,16/06/2020
AFG,Asia,Afghanistan,17/06/2020
AFG,Asia,Afghanistan,18/06/2020
AFG,Asia,Afghanistan,19/06/2020
AFG,Asia,Afghanistan,20/06/2020
AFG,Asia,Afghanistan,21/06/2020
AFG,Asia,Afghanistan,22/06/2020
AFG,Asia,Afghanistan,23/06/2020
AFG,Asia,Afghanistan,24/06/2020
AFG,Asia,Afghanistan,25/06/2020
AFG,Asia,Afghanistan,26/06/2020
AFG,Asia,Afghanistan,27/06/2020
AFG,Asia,Afghanistan,28/06/2020
AFG,Asia,Afghanistan,29/06/2020
AFG,Asia,Afghanistan,30/06/2020
AFG,Asia,Afghanistan,1/07/2020
AFG,Asia,Afghanistan,2/07/2020
AFG,Asia,Afghanistan,3/07/2020
AFG,Asia,Afghanistan,4/07/2020
AFG,Asia,Afghanistan,5/07/2020
AFG,Asia,Afghanistan,6/07/2020
AFG,Asia,Afghanistan,7/07/2020
AFG,Asia,Afghanistan,8/07/2020
AFG,Asia,Afghanistan,9/07/2020
AFG,Asia,Afghanistan,10/07/2020
AFG,Asia,Afghanistan,11/07/2020
AFG,Asia,Afghanistan,12/07/2020
AFG,Asia,Afghanistan,13/07/2020
AFG,Asia,Afghanistan,14/07/2020
AFG,Asia,Afghanistan,15/07/2020
AFG,Asia,Afghanistan,16/07/2020
AFG,Asia,Afghanistan,17/07/2020
AFG,Asia,Afghanistan,18/07/2020
AFG,Asia,Afghanistan,19/07/2020
AFG,Asia,Afghanistan,20/07/2020
AFG,Asia,Afghanistan,21/07/2020
AFG,Asia,Afghanistan,22/07/2020
AFG,Asia,Afghanistan,23/07/2020
AFG,Asia,Afghanistan,24/07/2020
AFG,Asia,Afghanistan,25/07/2020
AFG,Asia,Afghanistan,26/07/2020
AFG,Asia,Afghanistan,27/07/2020
AFG,Asia,Afghanistan,28/07/2020
AFG,Asia,Afghanistan,29/07/2020
AFG,Asia,Afghanistan,30/07/2020
AFG,Asia,Afghanistan,31/07/2020
AFG,Asia,Afghanistan,1/08/2020
AFG,Asia,Afghanistan,2/08/2020
AFG,Asia,Afghanistan,3/08/2020
AFG,Asia,Afghanistan,4/08/2020
AFG,Asia,Afghanistan,5/08/2020
AFG,Asia,Afghanistan,6/08/2020
AFG,Asia,Afghanistan,7/08/2020
AFG,Asia,Afghanistan,8/08/2020
AFG,Asia,Afghanistan,9/08/2020
AFG,Asia,Afghanistan,10/08/2020
AFG,Asia,Afghanistan,11/08/2020
AFG,Asia,Afghanistan,12/08/2020
AFG,Asia,Afghanistan,13/08/2020
AFG,Asia,Afghanistan,14/08/2020
AFG,Asia,Afghanistan,15/08/2020
AFG,Asia,Afghanistan,16/08/2020
AFG,Asia,Afghanistan,17/08/2020
AFG,Asia,Afghanistan,18/08/2020
AFG,Asia,Afghanistan,19/08/2020
AFG,Asia,Afghanistan,20/08/2020
AFG,Asia,Afghanistan,21/08/2020
AFG,Asia,Afghanistan,22/08/2020
AFG,Asia,Afghanistan,23/08/2020
AFG,Asia,Afghanistan,24/08/2020
AFG,Asia,Afghanistan,25/08/2020
AFG,Asia,Afghanistan,26/08/2020
AFG,Asia,Afghanistan,27/08/2020
AFG,Asia,Afghanistan,28/08/2020
AFG,Asia,Afghanistan,29/08/2020
AFG,Asia,Afghanistan,30/08/2020
AFG,Asia,Afghanistan,31/08/2020
AFG,Asia,Afghanistan,1/09/2020
AFG,Asia,Afghanistan,2/09/2020
AFG,Asia,Afghanistan,3/09/2020
AFG,Asia,Afghanistan,4/09/2020
AFG,Asia,Afghanistan,5/09/2020
AFG,Asia,Afghanistan,6/09/2020
AFG,Asia,Afghanistan,7/09/2020
AFG,Asia,Afghanistan,8/09/2020
AFG,Asia,Afghanistan,9/09/2020
AFG,Asia,Afghanistan,10/09/2020
AFG,Asia,Afghanistan,11/09/2020
AFG,Asia,Afghanistan,12/09/2020
AFG,Asia,Afghanistan,13/09/2020
AFG,Asia,Afghanistan,14/09/2020
AFG,Asia,Afghanistan,15/09/2020
AFG,Asia,Afghanistan,16/09/2020
AFG,Asia,Afghanistan,17/09/2020
AFG,Asia,Afghanistan,18/09/2020
AFG,Asia,Afghanistan,19/09/2020
AFG,Asia,Afghanistan,20/09/2020
AFG,Asia,Afghanistan,21/09/2020
AFG,Asia,Afghanistan,22/09/2020
AFG,Asia,Afghanistan,23/09/2020
AFG,Asia,Afghanistan,24/09/2020
AFG,Asia,Afghanistan,25/09/2020
AFG,Asia,Afghanistan,26/09/2020
AFG,Asia,Afghanistan,27/09/2020
AFG,Asia,Afghanistan,28/09/2020
AFG,Asia,Afghanistan,29/09/2020
AFG,Asia,Afghanistan,30/09/2020
AFG,Asia,Afghanistan,1/10/2020
AFG,Asia,Afghanistan,2/10/2020
AFG,Asia,Afghanistan,3/10/2020
AFG,Asia,Afghanistan,4/10/2020
AFG,Asia,Afghanistan,5/10/2020
AFG,Asia,Afghanistan,6/10/2020
AFG,Asia,Afghanistan,7/10/2020
AFG,Asia,Afghanistan,8/10/2020
AFG,Asia,Afghanistan,9/10/2020
AFG,Asia,Afghanistan,10/10/2020
AFG,Asia,Afghanistan,11/10/2020
AFG,Asia,Afghanistan,12/10/2020
AFG,Asia,Afghanistan,13/10/2020
AFG,Asia,Afghanistan,14/10/2020
AFG,Asia,Afghanistan,15/10/2020
AFG,Asia,Afghanistan,16/10/2020
AFG,Asia,Afghanistan,17/10/2020
AFG,Asia,Afghanistan,18/10/2020
AFG,Asia,Afghanistan,19/10/2020
AFG,Asia,Afghanistan,20/10/2020
AFG,Asia,Afghanistan,21/10/2020
AFG,Asia,Afghanistan,22/10/2020
AFG,Asia,Afghanistan,23/10/2020
AFG,Asia,Afghanistan,24/10/2020
AFG,Asia,Afghanistan,25/10/2020
AFG,Asia,Afghanistan,26/10/2020
AFG,Asia,Afghanistan,27/10/2020
AFG,Asia,Afghanistan,28/10/2020
AFG,Asia,Afghanistan,29/10/2020
AFG,Asia,Afghanistan,30/10/2020
AFG,Asia,Afghanistan,31/10/2020
AFG,Asia,Afghanistan,1/11/2020
AFG,Asia,Afghanistan,2/11/2020
AFG,Asia,Afghanistan,3/11/2020
AFG,Asia,Afghanistan,4/11/2020
AFG,Asia,Afghanistan,5/11/2020
AFG,Asia,Afghanistan,6/11/2020
AFG,Asia,Afghanistan,7/11/2020
AFG,Asia,Afghanistan,8/11/2020
AFG,Asia,Afghanistan,9/11/2020
AFG,Asia,Afghanistan,10/11/2020
AFG,Asia,Afghanistan,11/11/2020
AFG,Asia,Afghanistan,12/11/2020
AFG,Asia,Afghanistan,13/11/2020
AFG,Asia,Afghanistan,14/11/2020
AFG,Asia,Afghanistan,15/11/2020
AFG,Asia,Afghanistan,16/11/2020
AFG,Asia,Afghanistan,17/11/2020
AFG,Asia,Afghanistan,18/11/2020
AFG,Asia,Afghanistan,19/11/2020
AFG,Asia,Afghanistan,20/11/2020
AFG,Asia,Afghanistan,21/11/2020
AFG,Asia,Afghanistan,22/11/2020
AFG,Asia,Afghanistan,23/11/2020
AFG,Asia,Afghanistan,24/11/2020
AFG,Asia,Afghanistan,25/11/2020
AFG,Asia,Afghanistan,26/11/2020
AFG,Asia,Afghanistan,27/11/2020
AFG,Asia,Afghanistan,28/11/2020
AFG,Asia,Afghanistan,29/11/2020
AFG,Asia,Afghanistan,30/11/2020
AFG,Asia,Afghanistan,1/12/2020
AFG,Asia,Afghanistan,2/12/2020
AFG,Asia,Afghanistan,3/12/2020
AFG,Asia,Afghanistan,4/12/2020
AFG,Asia,Afghanistan,5/12/2020
AFG,Asia,Afghanistan,6/12/2020
AFG,Asia,Afghanistan,7/12/2020
AFG,Asia,Afghanistan,8/12/2020
AFG,Asia,Afghanistan,9/12/2020
AFG,Asia,Afghanistan,10/12/2020
AFG,Asia,Afghanistan,11/12/2020
AFG,Asia,Afghanistan,12/12/2020
AFG,Asia,Afghanistan,13/12/2020
AFG,Asia,Afghanistan,14/12/2020
AFG,Asia,Afghanistan,15/12/2020
AFG,Asia,Afghanistan,16/12/2020
AFG,Asia,Afghanistan,17/12/2020
AFG,Asia,Afghanistan,18/12/2020
AFG,Asia,Afghanistan,19/12/2020
AFG,Asia,Afghanistan,20/12/2020
AFG,Asia,Afghanistan,21/12/2020
AFG,Asia,Afghanistan,22/12/2020
AFG,Asia,Afghanistan,23/12/2020
AFG,Asia,Afghanistan,24/12/2020
AFG,Asia,Afghanistan,25/12/2020
AFG,Asia,Afghanistan,26/12/2020
AFG,Asia,Afghanistan,27/12/2020
AFG,Asia,Afghanistan,28/12/2020
AFG,Asia,Afghanistan,29/12/2020
AFG,Asia,Afghanistan,30/12/2020
AFG,Asia,Afghanistan,31/12/2020
AFG,Asia,Afghanistan,1/01/2021
AFG,Asia,Afghanistan,2/01/2021
AFG,Asia,Afghanistan,3/01/2021
AFG,Asia,Afghanistan,4/01/2021
AFG,Asia,Afghanistan,5/01/2021
AFG,Asia,Afghanistan,6/01/2021
AFG,Asia,Afghanistan,7/01/2021
AFG,Asia,Afghanistan,8/01/2021
AFG,Asia,Afghanistan,9/01/2021
AFG,Asia,Afghanistan,10/01/2021
AFG,Asia,Afghanistan,11/01/2021
AFG,Asia,Afghanistan,12/01/2021
AFG,Asia,Afghanistan,13/01/2021
AFG,Asia,Afghanistan,14/01/2021
AFG,Asia,Afghanistan,15/01/2021
AFG,Asia,Afghanistan,16/01/2021
AFG,Asia,Afghanistan,17/01/2021
AFG,Asia,Afghanistan,18/01/2021
AFG,Asia,Afghanistan,19/01/2021
AFG,Asia,Afghanistan,20/01/2021
AFG,Asia,Afghanistan,21/01/2021
AFG,Asia,Afghanistan,22/01/2021
AFG,Asia,Afghanistan,23/01/2021
AFG,Asia,Afghanistan,24/01/2021
AFG,Asia,Afghanistan,25/01/2021
AFG,Asia,Afghanistan,26/01/2021
AFG,Asia,Afghanistan,27/01/2021
AFG,Asia,Afghanistan,28/01/2021
AFG,Asia,Afghanistan,29/01/2021
AFG,Asia,Afghanistan,30/01/2021
AFG,Asia,Afghanistan,31/01/2021
AFG,Asia,Afghanistan,1/02/2021
AFG,Asia,Afghanistan,2/02/2021
AFG,Asia,Afghanistan,3/02/2021
AFG,Asia,Afghanistan,4/02/2021
AFG,Asia,Afghanistan,5/02/2021
AFG,Asia,Afghanistan,6/02/2021
AFG,Asia,Afghanistan,7/02/2021
AFG,Asia,Afghanistan,8/02/2021
AFG,Asia,Afghanistan,9/02/2021
AFG,Asia,Afghanistan,10/02/2021
AFG,Asia,Afghanistan,11/02/2021
AFG,Asia,Afghanistan,12/02/2021
AFG,Asia,Afghanistan,13/02/2021
AFG,Asia,Afghanistan,14/02/2021
AFG,Asia,Afghanistan,15/02/2021
AFG,Asia,Afghanistan,16/02/2021
AFG,Asia,Afghanistan,17/02/2021
AFG,Asia,Afghanistan,18/02/2021
AFG,Asia,Afghanistan,19/02/2021
AFG,Asia,Afghanistan,20/02/2021
AFG,Asia,Afghanistan,21/02/2021
AFG,Asia,Afghanistan,22/02/2021
AFG,Asia,Afghanistan,23/02/2021
AFG,Asia,Afghanistan,24/02/2021
AFG,Asia,Afghanistan,25/02/2021
AFG,Asia,Afghanistan,26/02/2021
AFG,Asia,Afghanistan,27/02/2021
AFG,Asia,Afghanistan,28/02/2021
AFG,Asia,Afghanistan,1/03/2021
AFG,Asia,Afghanistan,2/03/2021
AFG,Asia,Afghanistan,3/03/2021
AFG,Asia,Afghanistan,4/03/2021
AFG,Asia,Afghanistan,5/03/2021
AFG,Asia,Afghanistan,6/03/2021
AFG,Asia,Afghanistan,7/03/2021
AFG,Asia,Afghanistan,8/03/2021
AFG,Asia,Afghanistan,9/03/2021
AFG,Asia,Afghanistan,10/03/2021
AFG,Asia,Afghanistan,11/03/2021
AFG,Asia,Afghanistan,12/03/2021
AFG,Asia,Afghanistan,13/03/2021
AFG,Asia,Afghanistan,14/03/2021
AFG,Asia,Afghanistan,15/03/2021
AFG,Asia,Afghanistan,16/03/2021
AFG,Asia,Afghanistan,17/03/2021
AFG,Asia,Afghanistan,18/03/2021
AFG,Asia,Afghanistan,19/03/2021
AFG,Asia,Afghanistan,20/03/2021
AFG,Asia,Afghanistan,21/03/2021
AFG,Asia,Afghanistan,22/03/2021
AFG,Asia,Afghanistan,23/03/2021
AFG,Asia,Afghanistan,24/03/2021
AFG,Asia,Afghanistan,25/03/2021
AFG,Asia,Afghanistan,26/03/2021
AFG,Asia,Afghanistan,27/03/2021
AFG,Asia,Afghanistan,28/03/2021
AFG,Asia,Afghanistan,29/03/2021
AFG,Asia,Afghanistan,30/03/2021
AFG,Asia,Afghanistan,31/03/2021
AFG,Asia,Afghanistan,1/04/2021
AFG,Asia,Afghanistan,2/04/2021
AFG,Asia,Afghanistan,3/04/2021
AFG,Asia,Afghanistan,4/04/2021
AFG,Asia,Afghanistan,5/04/2021
AFG,Asia,Afghanistan,6/04/2021
AFG,Asia,Afghanistan,7/04/2021
AFG,Asia,Afghanistan,8/04/2021
AFG,Asia,Afghanistan,9/04/2021
AFG,Asia,Afghanistan,10/04/2021
AFG,Asia,Afghanistan,11/04/2021
AFG,Asia,Afghanistan,12/04/2021
AFG,Asia,Afghanistan,13/04/2021
AFG,Asia,Afghanistan,14/04/2021
AFG,Asia,Afghanistan,15/04/2021
AFG,Asia,Afghanistan,16/04/2021
AFG,Asia,Afghanistan,17/04/2021
AFG,Asia,Afghanistan,18/04/2021
AFG,Asia,Afghanistan,19/04/2021
AFG,Asia,Afghanistan,20/04/2021
AFG,Asia,Afghanistan,21/04/2021
AFG,Asia,Afghanistan,22/04/2021
AFG,Asia,Afghanistan,23/04/2021
AFG,Asia,Afghanistan,24/04/2021
AFG,Asia,Afghanistan,25/04/2021
AFG,Asia,Afghanistan,26/04/2021
AFG,Asia,Afghanistan,27/04/2021
AFG,Asia,Afghanistan,28/04/2021
AFG,Asia,Afghanistan,29/04/2021
AFG,Asia,Afghanistan,30/04/2021
AFG,Asia,Afghanistan,1/05/2021
AFG,Asia,Afghanistan,2/05/2021
AFG,Asia,Afghanistan,3/05/2021
AFG,Asia,Afghanistan,4/05/2021
AFG,Asia,Afghanistan,5/05/2021
AFG,Asia,Afghanistan,6/05/2021
AFG,Asia,Afghanistan,7/05/2021
AFG,Asia,Afghanistan,8/05/2021
AFG,Asia,Afghanistan,9/05/2021
OWID_AFR,,Africa,13/02/2020
OWID_AFR,,Africa,14/02/2020
OWID_AFR,,Africa,15/02/2020
OWID_AFR,,Africa,16/02/2020
OWID_AFR,,Africa,17/02/2020
OWID_AFR,,Africa,18/02/2020
OWID_AFR,,Africa,19/02/2020
OWID_AFR,,Africa,20/02/2020
OWID_AFR,,Africa,21/02/2020
OWID_AFR,,Africa,22/02/2020
OWID_AFR,,Africa,23/02/2020
OWID_AFR,,Africa,24/02/2020
OWID_AFR,,Africa,25/02/2020
OWID_AFR,,Africa,26/02/2020
OWID_AFR,,Africa,27/02/2020
OWID_AFR,,Africa,28/02/2020
OWID_AFR,,Africa,29/02/2020
OWID_AFR,,Africa,1/03/2020
OWID_AFR,,Africa,2/03/2020
OWID_AFR,,Africa,3/03/2020
OWID_AFR,,Africa,4/03/2020
OWID_AFR,,Africa,5/03/2020
OWID_AFR,,Africa,6/03/2020
OWID_AFR,,Africa,7/03/2020
OWID_AFR,,Africa,8/03/2020
OWID_AFR,,Africa,9/03/2020
OWID_AFR,,Africa,10/03/2020
OWID_AFR,,Africa,11/03/2020
OWID_AFR,,Africa,12/03/2020
OWID_AFR,,Africa,13/03/2020
OWID_AFR,,Africa,14/03/2020
OWID_AFR,,Africa,15/03/2020
OWID_AFR,,Africa,16/03/2020
OWID_AFR,,Africa,17/03/2020
OWID_AFR,,Africa,18/03/2020
OWID_AFR,,Africa,19/03/2020
OWID_AFR,,Africa,20/03/2020
OWID_AFR,,Africa,21/03/2020
OWID_AFR,,Africa,22/03/2020
OWID_AFR,,Africa,23/03/2020
OWID_AFR,,Africa,24/03/2020
OWID_AFR,,Africa,25/03/2020
OWID_AFR,,Africa,26/03/2020
OWID_AFR,,Africa,27/03/2020
OWID_AFR,,Africa,28/03/2020
OWID_AFR,,Africa,29/03/2020
OWID_AFR,,Africa,30/03/2020
OWID_AFR,,Africa,31/03/2020
OWID_AFR,,Africa,1/04/2020
OWID_AFR,,Africa,2/04/2020
OWID_AFR,,Africa,3/04/2020
OWID_AFR,,Africa,4/04/2020
OWID_AFR,,Africa,5/04/2020
OWID_AFR,,Africa,6/04/2020
OWID_AFR,,Africa,7/04/2020
OWID_AFR,,Africa,8/04/2020
OWID_AFR,,Africa,9/04/2020
OWID_AFR,,Africa,10/04/2020
OWID_AFR,,Africa,11/04/2020
OWID_AFR,,Africa,12/04/2020
OWID_AFR,,Africa,13/04/2020
OWID_AFR,,Africa,14/04/2020
OWID_AFR,,Africa,15/04/2020
OWID_AFR,,Africa,16/04/2020
OWID_AFR,,Africa,17/04/2020
OWID_AFR,,Africa,18/04/2020
OWID_AFR,,Africa,19/04/2020
OWID_AFR,,Africa,20/04/2020
OWID_AFR,,Africa,21/04/2020
OWID_AFR,,Africa,22/04/2020
OWID_AFR,,Africa,23/04/2020
OWID_AFR,,Africa,24/04/2020
OWID_AFR,,Africa,25/04/2020
OWID_AFR,,Africa,26/04/2020
OWID_AFR,,Africa,27/04/2020
OWID_AFR,,Africa,28/04/2020
OWID_AFR,,Africa,29/04/2020
OWID_AFR,,Africa,30/04/2020
OWID_AFR,,Africa,1/05/2020
OWID_AFR,,Africa,2/05/2020
OWID_AFR,,Africa,3/05/2020
OWID_AFR,,Africa,4/05/2020
OWID_AFR,,Africa,5/05/2020
OWID_AFR,,Africa,6/05/2020
OWID_AFR,,Africa,7/05/2020
OWID_AFR,,Africa,8/05/2020
OWID_AFR,,Africa,9/05/2020
OWID_AFR,,Africa,10/05/2020
OWID_AFR,,Africa,11/05/2020
OWID_AFR,,Africa,12/05/2020
OWID_AFR,,Africa,13/05/2020
OWID_AFR,,Africa,14/05/2020
OWID_AFR,,Africa,15/05/2020
OWID_AFR,,Africa,16/05/2020
OWID_AFR,,Africa,17/05/2020
OWID_AFR,,Africa,18/05/2020
OWID_AFR,,Africa,19/05/2020
OWID_AFR,,Africa,20/05/2020
OWID_AFR,,Africa,21/05/2020
OWID_AFR,,Africa,22/05/2020
OWID_AFR,,Africa,23/05/2020
OWID_AFR,,Africa,24/05/2020
OWID_AFR,,Africa,25/05/2020
OWID_AFR,,Africa,26/05/2020
OWID_AFR,,Africa,27/05/2020
OWID_AFR,,Africa,28/05/2020
OWID_AFR,,Africa,29/05/2020
OWID_AFR,,Africa,30/05/2020
OWID_AFR,,Africa,31/05/2020
OWID_AFR,,Africa,1/06/2020
OWID_AFR,,Africa,2/06/2020
OWID_AFR,,Africa,3/06/2020
OWID_AFR,,Africa,4/06/2020
OWID_AFR,,Africa,5/06/2020
OWID_AFR,,Africa,6/06/2020
OWID_AFR,,Africa,7/06/2020
OWID_AFR,,Africa,8/06/2020
OWID_AFR,,Africa,9/06/2020
OWID_AFR,,Africa,10/06/2020
OWID_AFR,,Africa,11/06/2020
OWID_AFR,,Africa,12/06/2020
OWID_AFR,,Africa,13/06/2020
OWID_AFR,,Africa,14/06/2020
OWID_AFR,,Africa,15/06/2020
OWID_AFR,,Africa,16/06/2020
OWID_AFR,,Africa,17/06/2020
OWID_AFR,,Africa,18/06/2020
OWID_AFR,,Africa,19/06/2020
OWID_AFR,,Africa,20/06/2020
OWID_AFR,,Africa,21/06/2020
OWID_AFR,,Africa,22/06/2020
OWID_AFR,,Africa,23/06/2020
OWID_AFR,,Africa,24/06/2020
OWID_AFR,,Africa,25/06/2020
OWID_AFR,,Africa,26/06/2020
OWID_AFR,,Africa,27/06/2020
OWID_AFR,,Africa,28/06/2020
OWID_AFR,,Africa,29/06/2020
OWID_AFR,,Africa,30/06/2020
OWID_AFR,,Africa,1/07/2020
OWID_AFR,,Africa,2/07/2020
OWID_AFR,,Africa,3/07/2020
OWID_AFR,,Africa,4/07/2020
OWID_AFR,,Africa,5/07/2020
OWID_AFR,,Africa,6/07/2020
OWID_AFR,,Africa,7/07/2020
OWID_AFR,,Africa,8/07/2020
OWID_AFR,,Africa,9/07/2020
OWID_AFR,,Africa,10/07/2020
OWID_AFR,,Africa,11/07/2020
OWID_AFR,,Africa,12/07/2020
OWID_AFR,,Africa,13/07/2020
OWID_AFR,,Africa,14/07/2020
OWID_AFR,,Africa,15/07/2020
OWID_AFR,,Africa,16/07/2020
OWID_AFR,,Africa,17/07/2020
OWID_AFR,,Africa,18/07/2020
OWID_AFR,,Africa,19/07/2020
OWID_AFR,,Africa,20/07/2020
OWID_AFR,,Africa,21/07/2020
OWID_AFR,,Africa,22/07/2020
OWID_AFR,,Africa,23/07/2020
OWID_AFR,,Africa,24/07/2020
OWID_AFR,,Africa,25/07/2020
OWID_AFR,,Africa,26/07/2020
OWID_AFR,,Africa,27/07/2020
OWID_AFR,,Africa,28/07/2020
OWID_AFR,,Africa,29/07/2020
OWID_AFR,,Africa,30/07/2020
OWID_AFR,,Africa,31/07/2020
OWID_AFR,,Africa,1/08/2020
OWID_AFR,,Africa,2/08/2020
OWID_AFR,,Africa,3/08/2020
OWID_AFR,,Africa,4/08/2020
OWID_AFR,,Africa,5/08/2020
OWID_AFR,,Africa,6/08/2020
OWID_AFR,,Africa,7/08/2020
OWID_AFR,,Africa,8/08/2020
OWID_AFR,,Africa,9/08/2020
OWID_AFR,,Africa,10/08/2020
OWID_AFR,,Africa,11/08/2020
OWID_AFR,,Africa,12/08/2020
OWID_AFR,,Africa,13/08/2020
OWID_AFR,,Africa,14/08/2020
OWID_AFR,,Africa,15/08/2020
OWID_AFR,,Africa,16/08/2020
OWID_AFR,,Africa,17/08/2020
OWID_AFR,,Africa,18/08/2020
OWID_AFR,,Africa,19/08/2020
OWID_AFR,,Africa,20/08/2020
OWID_AFR,,Africa,21/08/2020
OWID_AFR,,Africa,22/08/2020
OWID_AFR,,Africa,23/08/2020
OWID_AFR,,Africa,24/08/2020
OWID_AFR,,Africa,25/08/2020
OWID_AFR,,Africa,26/08/2020
OWID_AFR,,Africa,27/08/2020
OWID_AFR,,Africa,28/08/2020
OWID_AFR,,Africa,29/08/2020
OWID_AFR,,Africa,30/08/2020
OWID_AFR,,Africa,31/08/2020
OWID_AFR,,Africa,1/09/2020
OWID_AFR,,Africa,2/09/2020
OWID_AFR,,Africa,3/09/2020
OWID_AFR,,Africa,4/09/2020
OWID_AFR,,Africa,5/09/2020
OWID_AFR,,Africa,6/09/2020
OWID_AFR,,Africa,7/09/2020
OWID_AFR,,Africa,8/09/2020
OWID_AFR,,Africa,9/09/2020
OWID_AFR,,Africa,10/09/2020
OWID_AFR,,Africa,11/09/2020
OWID_AFR,,Africa,12/09/2020
OWID_AFR,,Africa,13/09/2020
